Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,City,Latitude,Longitude
305,16-05-2023,CUST305,Female,18,Beauty,1,30,30,Hyderabad,17.385,78.4867
306,21-08-2023,CUST306,Male,54,Electronics,1,50,50,Bangalore,12.9716,77.5946
307,27-05-2023,CUST307,Female,26,Electronics,2,25,50,Delhi,28.6139,77.209
308,05-08-2023,CUST308,Female,34,Beauty,4,300,1200,Hyderabad,17.385,78.4867
309,23-12-2023,CUST309,Female,26,Beauty,1,25,25,Hyderabad,17.385,78.4867
310,12-10-2023,CUST310,Female,28,Beauty,1,25,25,Bangalore,12.9716,77.5946
311,05-12-2023,CUST311,Female,32,Beauty,4,25,100,Delhi,28.6139,77.209
312,07-09-2023,CUST312,Male,41,Clothing,4,30,120,Hyderabad,17.385,78.4867
313,21-03-2023,CUST313,Female,55,Beauty,3,500,1500,Kolkata,22.5726,88.3639
314,08-04-2023,CUST314,Male,52,Clothing,4,30,120,Kolkata,22.5726,88.3639
315,01-06-2023,CUST315,Male,47,Clothing,2,30,60,Mumbai,19.076,72.8777
316,22-04-2023,CUST316,Female,48,Clothing,2,25,50,Kolkata,22.5726,88.3639
317,30-01-2023,CUST317,Male,22,Electronics,3,30,90,Bangalore,12.9716,77.5946
318,24-10-2023,CUST318,Male,61,Clothing,1,25,25,Mumbai,19.076,72.8777
319,05-10-2023,CUST319,Male,31,Clothing,1,500,500,Bangalore,12.9716,77.5946
320,01-02-2023,CUST320,Female,28,Electronics,4,300,1200,Mumbai,19.076,72.8777
321,10-06-2023,CUST321,Female,26,Electronics,2,25,50,Delhi,28.6139,77.209
322,30-01-2023,CUST322,Male,51,Electronics,1,500,500,Mumbai,19.076,72.8777
323,26-01-2023,CUST323,Female,29,Beauty,3,300,900,Bangalore,12.9716,77.5946
324,27-10-2023,CUST324,Female,52,Electronics,3,50,150,Mumbai,19.076,72.8777
325,02-09-2023,CUST325,Female,52,Electronics,2,25,50,Bangalore,12.9716,77.5946
326,15-09-2023,CUST326,Female,18,Clothing,3,25,75,Kolkata,22.5726,88.3639
327,29-09-2023,CUST327,Male,57,Electronics,3,50,150,Hyderabad,17.385,78.4867
328,22-03-2023,CUST328,Male,39,Beauty,2,50,100,Hyderabad,17.385,78.4867
329,30-01-2023,CUST329,Female,46,Electronics,4,25,100,Kolkata,22.5726,88.3639
330,18-09-2023,CUST330,Female,25,Beauty,4,50,200,Kolkata,22.5726,88.3639
331,11-02-2023,CUST331,Male,28,Electronics,3,30,90,Delhi,28.6139,77.209
332,06-04-2023,CUST332,Male,58,Electronics,4,300,1200,Hyderabad,17.385,78.4867
333,05-02-2023,CUST333,Female,54,Electronics,4,300,1200,Mumbai,19.076,72.8777
334,01-11-2023,CUST334,Male,31,Electronics,3,300,900,Delhi,28.6139,77.209
335,04-02-2023,CUST335,Female,47,Beauty,4,30,120,Mumbai,19.076,72.8777
336,12-12-2023,CUST336,Female,52,Beauty,3,50,150,Delhi,28.6139,77.209
337,01-05-2023,CUST337,Male,38,Clothing,1,500,500,Kolkata,22.5726,88.3639
338,26-07-2023,CUST338,Male,54,Beauty,2,50,100,Kolkata,22.5726,88.3639
339,03-03-2023,CUST339,Female,22,Electronics,2,25,50,Mumbai,19.076,72.8777
340,19-10-2023,CUST340,Female,36,Clothing,4,300,1200,Mumbai,19.076,72.8777
341,07-05-2023,CUST341,Male,31,Clothing,4,50,200,Kolkata,22.5726,88.3639
342,24-10-2023,CUST342,Female,43,Clothing,4,500,2000,Delhi,28.6139,77.209
343,01-11-2023,CUST343,Male,21,Electronics,2,25,50,Kolkata,22.5726,88.3639
344,21-01-2023,CUST344,Female,42,Beauty,1,30,30,Hyderabad,17.385,78.4867
345,14-11-2023,CUST345,Male,62,Electronics,1,30,30,Hyderabad,17.385,78.4867
346,11-02-2023,CUST346,Male,59,Clothing,2,500,1000,Bangalore,12.9716,77.5946
347,03-08-2023,CUST347,Male,42,Electronics,1,25,25,Kolkata,22.5726,88.3639
348,03-12-2023,CUST348,Female,35,Electronics,2,300,600,Mumbai,19.076,72.8777
349,26-10-2023,CUST349,Female,57,Beauty,1,50,50,Hyderabad,17.385,78.4867
350,17-10-2023,CUST350,Male,25,Beauty,3,25,75,Kolkata,22.5726,88.3639
351,25-09-2023,CUST351,Female,56,Clothing,3,30,90,Kolkata,22.5726,88.3639
352,11-06-2023,CUST352,Male,57,Electronics,2,500,1000,Delhi,28.6139,77.209
353,14-05-2023,CUST353,Male,31,Electronics,1,500,500,Bangalore,12.9716,77.5946
354,15-04-2023,CUST354,Female,49,Beauty,4,50,200,Delhi,28.6139,77.209
355,09-12-2023,CUST355,Female,55,Electronics,1,500,500,Kolkata,22.5726,88.3639
356,10-06-2023,CUST356,Male,50,Electronics,3,500,1500,Hyderabad,17.385,78.4867
357,03-05-2023,CUST357,Female,40,Electronics,3,25,75,Hyderabad,17.385,78.4867
358,16-05-2023,CUST358,Female,32,Beauty,1,300,300,Kolkata,22.5726,88.3639
359,22-07-2023,CUST359,Male,50,Clothing,1,50,50,Delhi,28.6139,77.209
360,09-03-2023,CUST360,Male,42,Clothing,4,25,100,Hyderabad,17.385,78.4867
361,10-12-2023,CUST361,Female,34,Electronics,4,300,1200,Delhi,28.6139,77.209
362,27-11-2023,CUST362,Male,50,Clothing,1,25,25,Bangalore,12.9716,77.5946
363,03-06-2023,CUST363,Male,64,Beauty,1,25,25,Delhi,28.6139,77.209
364,23-08-2023,CUST364,Female,19,Beauty,1,500,500,Bangalore,12.9716,77.5946
365,11-06-2023,CUST365,Male,31,Clothing,1,300,300,Delhi,28.6139,77.209
366,07-02-2023,CUST366,Male,57,Clothing,2,50,100,Hyderabad,17.385,78.4867
367,05-01-2023,CUST367,Female,57,Electronics,1,50,50,Bangalore,12.9716,77.5946
368,23-08-2023,CUST368,Female,56,Clothing,4,300,1200,Mumbai,19.076,72.8777
369,15-11-2023,CUST369,Male,23,Electronics,3,500,1500,Delhi,28.6139,77.209
370,16-10-2023,CUST370,Male,23,Electronics,2,30,60,Delhi,28.6139,77.209
371,21-02-2023,CUST371,Female,20,Beauty,1,25,25,Kolkata,22.5726,88.3639
372,07-02-2023,CUST372,Female,24,Beauty,3,500,1500,Bangalore,12.9716,77.5946
373,03-10-2023,CUST373,Female,25,Beauty,2,300,600,Delhi,28.6139,77.209
374,20-04-2023,CUST374,Female,59,Beauty,3,25,75,Bangalore,12.9716,77.5946
375,17-09-2023,CUST375,Male,32,Clothing,1,50,50,Delhi,28.6139,77.209
376,16-05-2023,CUST376,Female,64,Beauty,1,30,30,Hyderabad,17.385,78.4867
377,09-03-2023,CUST377,Female,46,Clothing,4,50,200,Mumbai,19.076,72.8777
378,28-06-2023,CUST378,Male,50,Beauty,1,300,300,Mumbai,19.076,72.8777
379,05-02-2023,CUST379,Female,47,Clothing,1,25,25,Hyderabad,17.385,78.4867
380,06-05-2023,CUST380,Male,56,Electronics,2,300,600,Mumbai,19.076,72.8777
381,09-07-2023,CUST381,Female,44,Clothing,4,25,100,Mumbai,19.076,72.8777
382,26-05-2023,CUST382,Female,53,Clothing,2,500,1000,Kolkata,22.5726,88.3639
383,22-03-2023,CUST383,Female,46,Beauty,3,30,90,Bangalore,12.9716,77.5946
384,13-08-2023,CUST384,Male,55,Clothing,1,500,500,Hyderabad,17.385,78.4867
385,06-10-2023,CUST385,Male,50,Electronics,3,500,1500,Hyderabad,17.385,78.4867
386,27-12-2023,CUST386,Female,54,Electronics,2,300,600,Kolkata,22.5726,88.3639
387,04-06-2023,CUST387,Male,44,Beauty,1,30,30,Hyderabad,17.385,78.4867
388,10-11-2023,CUST388,Male,50,Electronics,1,25,25,Delhi,28.6139,77.209
389,01-12-2023,CUST389,Male,21,Clothing,2,25,50,Kolkata,22.5726,88.3639
390,28-09-2023,CUST390,Male,39,Electronics,2,50,100,Mumbai,19.076,72.8777
391,05-01-2023,CUST391,Male,19,Beauty,2,25,50,Hyderabad,17.385,78.4867
392,08-12-2023,CUST392,Male,27,Clothing,2,300,600,Kolkata,22.5726,88.3639
393,11-10-2023,CUST393,Female,22,Beauty,2,500,1000,Delhi,28.6139,77.209
394,03-06-2023,CUST394,Female,27,Clothing,1,500,500,Bangalore,12.9716,77.5946
395,06-12-2023,CUST395,Male,50,Electronics,2,500,1000,Delhi,28.6139,77.209
396,23-02-2023,CUST396,Female,55,Beauty,1,30,30,Bangalore,12.9716,77.5946
397,10-03-2023,CUST397,Female,30,Beauty,1,25,25,Mumbai,19.076,72.8777
398,16-05-2023,CUST398,Female,48,Clothing,2,300,600,Delhi,28.6139,77.209
399,01-03-2023,CUST399,Female,64,Beauty,2,30,60,Delhi,28.6139,77.209
400,24-02-2023,CUST400,Male,53,Clothing,4,50,200,Hyderabad,17.385,78.4867
401,11-10-2023,CUST401,Female,62,Clothing,1,300,300,Hyderabad,17.385,78.4867
402,21-03-2023,CUST402,Female,41,Clothing,2,300,600,Kolkata,22.5726,88.3639
403,20-05-2023,CUST403,Male,32,Clothing,2,300,600,Hyderabad,17.385,78.4867
404,25-05-2023,CUST404,Male,46,Electronics,2,500,1000,Kolkata,22.5726,88.3639
405,06-11-2023,CUST405,Female,25,Clothing,4,300,1200,Delhi,28.6139,77.209
406,18-04-2023,CUST406,Female,22,Beauty,4,25,100,Delhi,28.6139,77.209
407,25-06-2023,CUST407,Female,46,Electronics,3,300,900,Hyderabad,17.385,78.4867
408,15-04-2023,CUST408,Female,64,Beauty,1,500,500,Kolkata,22.5726,88.3639
409,18-12-2023,CUST409,Female,21,Electronics,3,300,900,Mumbai,19.076,72.8777
410,21-11-2023,CUST410,Female,29,Clothing,2,50,100,Hyderabad,17.385,78.4867
411,16-05-2023,CUST411,Male,62,Electronics,4,50,200,Hyderabad,17.385,78.4867
412,16-09-2023,CUST412,Female,19,Electronics,4,500,2000,Bangalore,12.9716,77.5946
413,08-09-2023,CUST413,Female,44,Beauty,3,25,75,Delhi,28.6139,77.209
414,09-05-2023,CUST414,Male,48,Beauty,4,25,100,Bangalore,12.9716,77.5946
415,27-01-2023,CUST415,Male,53,Clothing,2,30,60,Kolkata,22.5726,88.3639
416,17-02-2023,CUST416,Male,53,Electronics,4,500,2000,Hyderabad,17.385,78.4867
417,21-11-2023,CUST417,Male,43,Electronics,3,300,900,Bangalore,12.9716,77.5946
418,05-08-2023,CUST418,Female,60,Electronics,2,500,1000,Kolkata,22.5726,88.3639
419,22-05-2023,CUST419,Female,44,Clothing,3,30,90,Mumbai,19.076,72.8777
420,23-01-2023,CUST420,Female,22,Clothing,4,500,2000,Kolkata,22.5726,88.3639
421,02-01-2023,CUST421,Female,37,Clothing,3,500,1500,Bangalore,12.9716,77.5946
422,20-06-2023,CUST422,Female,28,Clothing,3,30,90,Hyderabad,17.385,78.4867
423,08-03-2023,CUST423,Female,27,Clothing,1,25,25,Bangalore,12.9716,77.5946
424,23-11-2023,CUST424,Male,57,Beauty,4,300,1200,Kolkata,22.5726,88.3639
425,15-05-2023,CUST425,Female,55,Electronics,4,30,120,Delhi,28.6139,77.209
426,24-03-2023,CUST426,Male,23,Electronics,3,50,150,Mumbai,19.076,72.8777
427,15-08-2023,CUST427,Male,25,Electronics,1,25,25,Kolkata,22.5726,88.3639
428,10-10-2023,CUST428,Female,40,Electronics,4,50,200,Kolkata,22.5726,88.3639
429,28-12-2023,CUST429,Male,64,Electronics,2,25,50,Delhi,28.6139,77.209
430,07-08-2023,CUST430,Female,43,Electronics,3,300,900,Mumbai,19.076,72.8777
431,15-10-2023,CUST431,Male,63,Electronics,4,300,1200,Bangalore,12.9716,77.5946
432,05-01-2023,CUST432,Female,60,Electronics,2,500,1000,Bangalore,12.9716,77.5946
433,27-02-2023,CUST433,Male,29,Beauty,4,50,200,Mumbai,19.076,72.8777
434,08-02-2023,CUST434,Female,43,Electronics,2,25,50,Mumbai,19.076,72.8777
435,20-12-2023,CUST435,Female,30,Beauty,3,300,900,Bangalore,12.9716,77.5946
436,18-03-2023,CUST436,Female,57,Clothing,4,30,120,Hyderabad,17.385,78.4867
437,07-10-2023,CUST437,Female,35,Electronics,4,300,1200,Bangalore,12.9716,77.5946
438,19-01-2023,CUST438,Female,42,Clothing,1,30,30,Kolkata,22.5726,88.3639
439,09-07-2023,CUST439,Male,50,Clothing,3,25,75,Delhi,28.6139,77.209
440,26-10-2023,CUST440,Male,64,Clothing,2,300,600,Mumbai,19.076,72.8777
441,10-10-2023,CUST441,Male,57,Beauty,4,300,1200,Hyderabad,17.385,78.4867
442,17-03-2023,CUST442,Female,60,Clothing,4,25,100,Kolkata,22.5726,88.3639
443,09-08-2023,CUST443,Male,29,Clothing,2,300,600,Mumbai,19.076,72.8777
444,07-03-2023,CUST444,Female,61,Clothing,3,30,90,Mumbai,19.076,72.8777
445,22-01-2023,CUST445,Female,53,Electronics,1,300,300,Delhi,28.6139,77.209
446,07-06-2023,CUST446,Male,21,Electronics,1,50,50,Kolkata,22.5726,88.3639
447,06-07-2023,CUST447,Male,22,Beauty,4,500,2000,Bangalore,12.9716,77.5946
448,21-01-2023,CUST448,Female,54,Beauty,2,30,60,Mumbai,19.076,72.8777
449,03-07-2023,CUST449,Male,25,Electronics,4,50,200,Hyderabad,17.385,78.4867
450,18-04-2023,CUST450,Female,59,Beauty,2,25,50,Mumbai,19.076,72.8777
451,16-12-2023,CUST451,Female,45,Electronics,1,30,30,Bangalore,12.9716,77.5946
452,08-05-2023,CUST452,Female,48,Clothing,3,500,1500,Bangalore,12.9716,77.5946
453,08-12-2023,CUST453,Female,26,Clothing,2,500,1000,Delhi,28.6139,77.209
454,22-02-2023,CUST454,Female,46,Beauty,1,25,25,Bangalore,12.9716,77.5946
455,01-07-2023,CUST455,Male,31,Electronics,4,25,100,Kolkata,22.5726,88.3639
456,14-10-2023,CUST456,Male,57,Electronics,2,30,60,Kolkata,22.5726,88.3639
457,28-07-2023,CUST457,Female,58,Beauty,3,300,900,Bangalore,12.9716,77.5946
458,14-11-2023,CUST458,Female,39,Electronics,4,25,100,Delhi,28.6139,77.209
459,21-03-2023,CUST459,Male,28,Clothing,4,300,1200,Kolkata,22.5726,88.3639
460,02-05-2023,CUST460,Male,40,Beauty,1,50,50,Hyderabad,17.385,78.4867
461,25-03-2023,CUST461,Female,18,Beauty,2,500,1000,Kolkata,22.5726,88.3639
462,01-04-2023,CUST462,Male,63,Electronics,4,300,1200,Hyderabad,17.385,78.4867
463,31-07-2023,CUST463,Female,54,Beauty,3,500,1500,Delhi,28.6139,77.209
464,13-01-2023,CUST464,Male,38,Electronics,2,300,600,Mumbai,19.076,72.8777
465,02-04-2023,CUST465,Female,43,Electronics,3,50,150,Mumbai,19.076,72.8777
466,20-06-2023,CUST466,Male,63,Electronics,4,25,100,Bangalore,12.9716,77.5946
467,30-07-2023,CUST467,Female,53,Electronics,3,50,150,Delhi,28.6139,77.209
468,09-12-2023,CUST468,Male,40,Electronics,1,25,25,Kolkata,22.5726,88.3639
469,08-05-2023,CUST469,Male,18,Beauty,3,25,75,Delhi,28.6139,77.209
470,17-05-2023,CUST470,Female,57,Clothing,2,500,1000,Delhi,28.6139,77.209
471,23-03-2023,CUST471,Male,32,Clothing,3,50,150,Bangalore,12.9716,77.5946
472,26-12-2023,CUST472,Female,38,Beauty,3,300,900,Hyderabad,17.385,78.4867
473,25-02-2023,CUST473,Male,64,Beauty,1,50,50,Bangalore,12.9716,77.5946
474,15-07-2023,CUST474,Female,26,Clothing,3,500,1500,Hyderabad,17.385,78.4867
475,20-01-2023,CUST475,Male,26,Clothing,3,25,75,Mumbai,19.076,72.8777
476,29-08-2023,CUST476,Female,27,Clothing,4,500,2000,Bangalore,12.9716,77.5946
477,24-04-2023,CUST477,Male,43,Clothing,4,30,120,Kolkata,22.5726,88.3639
478,13-04-2023,CUST478,Female,58,Clothing,2,30,60,Kolkata,22.5726,88.3639
479,24-08-2023,CUST479,Male,52,Electronics,4,300,1200,Delhi,28.6139,77.209
480,29-06-2023,CUST480,Female,42,Beauty,4,500,2000,Kolkata,22.5726,88.3639
481,06-06-2023,CUST481,Female,43,Electronics,4,300,1200,Bangalore,12.9716,77.5946
482,27-04-2023,CUST482,Female,28,Clothing,4,300,1200,Bangalore,12.9716,77.5946
483,25-04-2023,CUST483,Male,55,Clothing,1,30,30,Bangalore,12.9716,77.5946
484,13-01-2023,CUST484,Female,19,Clothing,4,300,1200,Delhi,28.6139,77.209
485,04-12-2023,CUST485,Male,24,Electronics,1,30,30,Bangalore,12.9716,77.5946
486,09-04-2023,CUST486,Female,35,Electronics,1,25,25,Bangalore,12.9716,77.5946
487,24-07-2023,CUST487,Male,44,Clothing,4,500,2000,Bangalore,12.9716,77.5946
488,18-06-2023,CUST488,Female,51,Electronics,3,300,900,Delhi,28.6139,77.209
489,23-05-2023,CUST489,Male,44,Electronics,1,30,30,Hyderabad,17.385,78.4867
490,05-02-2023,CUST490,Male,34,Clothing,3,50,150,Mumbai,19.076,72.8777
491,23-05-2023,CUST491,Female,60,Electronics,3,300,900,Hyderabad,17.385,78.4867
492,29-06-2023,CUST492,Male,61,Beauty,4,25,100,Hyderabad,17.385,78.4867
493,25-11-2023,CUST493,Male,41,Beauty,2,25,50,Mumbai,19.076,72.8777
494,18-09-2023,CUST494,Female,42,Beauty,4,50,200,Kolkata,22.5726,88.3639
495,24-07-2023,CUST495,Male,24,Beauty,2,30,60,Delhi,28.6139,77.209
496,14-12-2023,CUST496,Male,23,Clothing,2,300,600,Kolkata,22.5726,88.3639
497,02-10-2023,CUST497,Male,41,Clothing,4,30,120,Hyderabad,17.385,78.4867
498,19-06-2023,CUST498,Female,50,Clothing,4,25,100,Mumbai,19.076,72.8777
499,15-01-2023,CUST499,Male,46,Beauty,2,30,60,Hyderabad,17.385,78.4867
500,01-03-2023,CUST500,Female,60,Beauty,4,25,100,Kolkata,22.5726,88.3639
501,14-05-2023,CUST501,Male,39,Electronics,2,30,60,Delhi,28.6139,77.209
502,02-04-2023,CUST502,Male,43,Electronics,3,50,150,Mumbai,19.076,72.8777
503,25-10-2023,CUST503,Male,45,Beauty,4,500,2000,Bangalore,12.9716,77.5946
504,16-05-2023,CUST504,Female,38,Beauty,3,50,150,Bangalore,12.9716,77.5946
505,20-01-2023,CUST505,Male,24,Beauty,1,50,50,Mumbai,19.076,72.8777
506,25-02-2023,CUST506,Male,34,Beauty,3,500,1500,Mumbai,19.076,72.8777
507,02-11-2023,CUST507,Female,37,Electronics,3,500,1500,Delhi,28.6139,77.209
508,11-08-2023,CUST508,Male,58,Beauty,2,300,600,Mumbai,19.076,72.8777
509,26-06-2023,CUST509,Female,37,Electronics,3,300,900,Kolkata,22.5726,88.3639
510,10-06-2023,CUST510,Female,39,Beauty,4,50,200,Kolkata,22.5726,88.3639
511,12-08-2023,CUST511,Male,45,Beauty,2,50,100,Kolkata,22.5726,88.3639
512,07-11-2023,CUST512,Female,57,Beauty,1,25,25,Mumbai,19.076,72.8777
513,19-09-2023,CUST513,Male,24,Electronics,4,25,100,Kolkata,22.5726,88.3639
514,01-03-2023,CUST514,Female,18,Electronics,1,300,300,Hyderabad,17.385,78.4867
515,17-07-2023,CUST515,Female,49,Clothing,3,300,900,Hyderabad,17.385,78.4867
516,23-10-2023,CUST516,Male,30,Beauty,4,25,100,Hyderabad,17.385,78.4867
517,08-04-2023,CUST517,Female,47,Clothing,4,25,100,Kolkata,22.5726,88.3639
518,11-05-2023,CUST518,Female,40,Clothing,1,30,30,Bangalore,12.9716,77.5946
519,23-01-2023,CUST519,Female,36,Electronics,4,30,120,Bangalore,12.9716,77.5946
520,29-12-2023,CUST520,Female,49,Electronics,4,25,100,Kolkata,22.5726,88.3639
521,12-08-2023,CUST521,Female,47,Clothing,4,30,120,Hyderabad,17.385,78.4867
522,01-01-2023,CUST522,Male,46,Beauty,3,500,1500,Kolkata,22.5726,88.3639
523,24-09-2023,CUST523,Female,62,Electronics,1,300,300,Delhi,28.6139,77.209
524,03-10-2023,CUST524,Male,46,Beauty,4,300,1200,Hyderabad,17.385,78.4867
525,18-12-2023,CUST525,Female,47,Beauty,2,25,50,Bangalore,12.9716,77.5946
526,10-12-2023,CUST526,Male,33,Clothing,2,50,100,Mumbai,19.076,72.8777
527,11-04-2023,CUST527,Male,57,Clothing,2,25,50,Mumbai,19.076,72.8777
528,06-07-2023,CUST528,Female,36,Clothing,2,30,60,Hyderabad,17.385,78.4867
529,09-08-2023,CUST529,Female,35,Clothing,3,50,150,Bangalore,12.9716,77.5946
530,05-02-2023,CUST530,Female,18,Electronics,4,30,120,Mumbai,19.076,72.8777
531,07-12-2023,CUST531,Male,31,Electronics,1,500,500,Mumbai,19.076,72.8777
532,19-06-2023,CUST532,Female,64,Clothing,4,30,120,Delhi,28.6139,77.209
533,16-11-2023,CUST533,Male,19,Electronics,3,500,1500,Hyderabad,17.385,78.4867
534,10-06-2023,CUST534,Male,45,Clothing,2,500,1000,Bangalore,12.9716,77.5946
535,06-12-2023,CUST535,Male,47,Beauty,3,30,90,Kolkata,22.5726,88.3639
536,05-03-2023,CUST536,Female,55,Beauty,4,30,120,Hyderabad,17.385,78.4867
537,03-06-2023,CUST537,Female,21,Beauty,1,500,500,Mumbai,19.076,72.8777
538,17-09-2023,CUST538,Male,18,Clothing,3,50,150,Mumbai,19.076,72.8777
539,08-06-2023,CUST539,Male,25,Beauty,1,500,500,Hyderabad,17.385,78.4867
540,08-12-2023,CUST540,Female,46,Electronics,3,300,900,Bangalore,12.9716,77.5946
541,29-07-2023,CUST541,Male,56,Beauty,1,500,500,Hyderabad,17.385,78.4867
542,17-06-2023,CUST542,Female,20,Beauty,1,50,50,Bangalore,12.9716,77.5946
543,26-07-2023,CUST543,Male,49,Beauty,2,300,600,Kolkata,22.5726,88.3639
544,23-12-2023,CUST544,Female,27,Electronics,1,25,25,Kolkata,22.5726,88.3639
545,01-06-2023,CUST545,Male,27,Clothing,2,25,50,Hyderabad,17.385,78.4867
546,11-10-2023,CUST546,Female,36,Electronics,4,50,200,Hyderabad,17.385,78.4867
547,07-03-2023,CUST547,Male,63,Clothing,4,500,2000,Hyderabad,17.385,78.4867
548,09-04-2023,CUST548,Female,51,Clothing,2,30,60,Mumbai,19.076,72.8777
549,04-08-2023,CUST549,Female,50,Beauty,2,50,100,Mumbai,19.076,72.8777
550,07-12-2023,CUST550,Male,40,Clothing,3,300,900,Kolkata,22.5726,88.3639
551,14-07-2023,CUST551,Male,45,Electronics,3,300,900,Mumbai,19.076,72.8777
552,13-12-2023,CUST552,Female,49,Electronics,3,25,75,Mumbai,19.076,72.8777
553,31-03-2023,CUST553,Male,24,Clothing,4,300,1200,Hyderabad,17.385,78.4867
554,12-11-2023,CUST554,Female,46,Beauty,3,50,150,Mumbai,19.076,72.8777
555,19-10-2023,CUST555,Male,25,Beauty,1,300,300,Delhi,28.6139,77.209
556,04-06-2023,CUST556,Female,18,Electronics,1,50,50,Mumbai,19.076,72.8777
557,27-07-2023,CUST557,Female,20,Beauty,3,30,90,Hyderabad,17.385,78.4867
558,08-10-2023,CUST558,Female,41,Clothing,1,25,25,Delhi,28.6139,77.209
559,01-01-2023,CUST559,Female,40,Clothing,4,300,1200,Delhi,28.6139,77.209
560,05-06-2023,CUST560,Female,25,Electronics,1,50,50,Bangalore,12.9716,77.5946
561,27-05-2023,CUST561,Female,64,Clothing,4,500,2000,Hyderabad,17.385,78.4867
562,18-04-2023,CUST562,Male,54,Electronics,2,25,50,Delhi,28.6139,77.209
563,09-08-2023,CUST563,Male,20,Clothing,2,30,60,Delhi,28.6139,77.209
564,24-10-2023,CUST564,Male,50,Electronics,2,50,100,Hyderabad,17.385,78.4867
565,07-11-2023,CUST565,Female,45,Beauty,2,30,60,Bangalore,12.9716,77.5946
566,02-12-2023,CUST566,Female,64,Clothing,1,30,30,Hyderabad,17.385,78.4867
567,14-06-2023,CUST567,Female,25,Clothing,3,300,900,Delhi,28.6139,77.209
568,27-08-2023,CUST568,Female,51,Electronics,1,300,300,Bangalore,12.9716,77.5946
569,15-08-2023,CUST569,Male,52,Electronics,4,50,200,Kolkata,22.5726,88.3639
570,15-08-2023,CUST570,Male,49,Clothing,1,500,500,Mumbai,19.076,72.8777
571,12-12-2023,CUST571,Female,41,Electronics,1,50,50,Kolkata,22.5726,88.3639
572,20-04-2023,CUST572,Male,31,Clothing,4,500,2000,Bangalore,12.9716,77.5946
573,19-09-2023,CUST573,Male,49,Beauty,2,30,60,Mumbai,19.076,72.8777
574,31-08-2023,CUST574,Female,63,Electronics,2,25,50,Mumbai,19.076,72.8777
575,28-03-2023,CUST575,Male,60,Clothing,2,50,100,Bangalore,12.9716,77.5946
576,04-12-2023,CUST576,Female,33,Beauty,3,50,150,Delhi,28.6139,77.209
577,13-02-2023,CUST577,Male,21,Beauty,4,500,2000,Kolkata,22.5726,88.3639
578,26-05-2023,CUST578,Female,54,Clothing,4,30,120,Kolkata,22.5726,88.3639
579,21-09-2023,CUST579,Female,38,Electronics,1,30,30,Delhi,28.6139,77.209
580,06-12-2023,CUST580,Female,31,Clothing,3,500,1500,Mumbai,19.076,72.8777
581,21-11-2023,CUST581,Female,48,Beauty,2,30,60,Hyderabad,17.385,78.4867
582,14-11-2023,CUST582,Male,35,Clothing,3,300,900,Bangalore,12.9716,77.5946
583,21-06-2023,CUST583,Female,24,Electronics,4,25,100,Bangalore,12.9716,77.5946
584,17-02-2023,CUST584,Female,27,Beauty,4,50,200,Mumbai,19.076,72.8777
585,01-05-2023,CUST585,Female,24,Clothing,1,25,25,Mumbai,19.076,72.8777
586,11-12-2023,CUST586,Male,50,Electronics,1,50,50,Kolkata,22.5726,88.3639
587,08-06-2023,CUST587,Female,40,Beauty,4,300,1200,Kolkata,22.5726,88.3639
588,26-04-2023,CUST588,Male,38,Electronics,2,30,60,Bangalore,12.9716,77.5946
589,12-04-2023,CUST589,Female,36,Beauty,2,500,1000,Hyderabad,17.385,78.4867
590,17-03-2023,CUST590,Male,36,Clothing,3,300,900,Bangalore,12.9716,77.5946
591,13-01-2023,CUST591,Male,53,Electronics,4,25,100,Hyderabad,17.385,78.4867
592,24-01-2023,CUST592,Female,46,Beauty,4,500,2000,Bangalore,12.9716,77.5946
593,06-05-2023,CUST593,Male,35,Electronics,2,30,60,Delhi,28.6139,77.209
594,01-09-2023,CUST594,Female,19,Electronics,2,300,600,Hyderabad,17.385,78.4867
595,09-11-2023,CUST595,Female,18,Clothing,4,500,2000,Kolkata,22.5726,88.3639
596,07-02-2023,CUST596,Female,64,Electronics,1,300,300,Bangalore,12.9716,77.5946
597,22-08-2023,CUST597,Male,22,Beauty,4,300,1200,Mumbai,19.076,72.8777
598,01-08-2023,CUST598,Male,37,Beauty,4,30,120,Bangalore,12.9716,77.5946
599,19-11-2023,CUST599,Female,28,Beauty,2,50,100,Delhi,28.6139,77.209
600,22-10-2023,CUST600,Female,59,Beauty,2,500,1000,Bangalore,12.9716,77.5946
601,10-04-2023,CUST601,Male,19,Clothing,1,30,30,Bangalore,12.9716,77.5946
602,23-12-2023,CUST602,Female,20,Electronics,1,300,300,Bangalore,12.9716,77.5946
603,16-07-2023,CUST603,Female,40,Clothing,3,30,90,Mumbai,19.076,72.8777
604,11-09-2023,CUST604,Female,29,Electronics,4,50,200,Bangalore,12.9716,77.5946
605,24-07-2023,CUST605,Male,37,Electronics,2,500,1000,Bangalore,12.9716,77.5946
606,05-05-2023,CUST606,Male,22,Electronics,1,50,50,Bangalore,12.9716,77.5946
607,17-03-2023,CUST607,Male,54,Clothing,3,25,75,Bangalore,12.9716,77.5946
608,02-12-2023,CUST608,Female,55,Electronics,3,500,1500,Mumbai,19.076,72.8777
609,19-12-2023,CUST609,Female,47,Clothing,2,50,100,Mumbai,19.076,72.8777
